FechaHora;Cantidad;;;;;;;;;;;;;;
20/03/2017 10:53:02 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:53:03 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:53:19 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:53:55 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:54:09 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:54:57 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:55:54 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:57:33 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:58:15 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:59:10 a. m.;1;;;;;;;;;;;;;;
20/03/2017 10:59:47 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:00:28 a. m.;2;;;;;;;;;;;;;;
20/03/2017 11:00:36 a. m.;2;;;;;;;;;;;;;;
20/03/2017 11:01:21 a. m.;2;;;;;;;;;;;;;;
20/03/2017 11:02:03 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:02:23 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:02:24 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:02:51 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:03:39 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:03:42 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:04:24 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:05:01 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:06:44 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:07:13 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:08:30 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:09:10 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:10:45 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:11:38 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:11:38 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:11:38 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:11:38 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:11:39 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:15:22 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:16:07 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:17:29 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:17:47 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:18:09 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:18:56 a. m.;2;;;;;;;;;;;;;;
20/03/2017 11:19:45 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:21:30 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:21:31 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:22:48 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:22:48 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:22:50 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:27:08 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:27:08 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:27:17 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:28:27 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:28:37 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:30:11 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:31:47 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:31:47 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:33:25 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:33:25 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:33:25 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:33:26 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:33:50 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:33:51 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:34:48 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:36:57 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:37:25 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:38:12 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:39:19 a. m.;2;;;;;;;;;;;;;;
20/03/2017 11:40:18 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:40:18 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:40:18 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:40:19 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:42:50 a. m.;2;;;;;;;;;;;;;;
20/03/2017 11:43:16 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:44:18 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:46:17 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:46:47 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:46:48 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:47:49 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:49:12 a. m.;2;;;;;;;;;;;;;;
20/03/2017 11:51:25 a. m.;4;;;;;;;;;;;;;;
20/03/2017 11:52:05 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:52:55 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:53:59 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:54:17 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:54:17 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:54:18 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:55:51 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:55:52 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:56:13 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:57:14 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:57:46 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:58:24 a. m.;1;;;;;;;;;;;;;;
20/03/2017 11:59:04 a. m.;1;;;;;;;;;;;;;;
20/03/2017 12:00:20 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:00:20 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:00:21 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:01:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:02:31 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:05:22 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:05:24 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:05:52 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:06:36 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:07:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:07:34 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:07:36 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:08:48 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:09:55 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:10:22 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:11:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:11:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:11:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:12:00 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:12:55 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:13:28 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:13:30 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:14:11 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:15:07 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:15:56 p. m.;3;;;;;;;;;;;;;;
20/03/2017 12:16:09 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:16:19 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:17:13 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:17:13 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:17:23 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:18:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:18:19 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:18:38 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:19:33 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:19:45 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:19:54 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:21:48 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:22:02 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:22:44 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:23:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:23:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:23:46 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:24:30 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:25:12 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:26:07 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:26:08 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:26:08 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:26:09 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:28:01 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:28:17 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:28:17 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:28:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:32:15 p. m.;2;;;;;;;;;;;;;;
20/03/2017 12:33:42 p. m.;2;;;;;;;;;;;;;;
20/03/2017 12:35:37 p. m.;2;;;;;;;;;;;;;;
20/03/2017 12:36:19 p. m.;2;;;;;;;;;;;;;;
20/03/2017 12:37:20 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:38:40 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:38:40 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:38:41 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:39:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:41:16 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:41:16 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:41:17 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:42:19 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:43:14 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:45:30 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:46:23 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:46:23 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:46:26 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:47:44 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:47:44 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:47:45 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:47:45 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:50:21 p. m.;3;;;;;;;;;;;;;;
20/03/2017 12:51:08 p. m.;3;;;;;;;;;;;;;;
20/03/2017 12:52:25 p. m.;4;;;;;;;;;;;;;;
20/03/2017 12:53:06 p. m.;2;;;;;;;;;;;;;;
20/03/2017 12:54:11 p. m.;2;;;;;;;;;;;;;;
20/03/2017 12:54:55 p. m.;2;;;;;;;;;;;;;;
20/03/2017 12:55:23 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:55:25 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:56:08 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:56:31 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:56:53 p. m.;1;;;;;;;;;;;;;;
20/03/2017 12:56:54 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:00:11 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:00:22 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:01:11 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:01:27 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:01:41 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:02:28 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:04:06 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:04:58 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:04:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:04:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:05:01 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:06:32 p. m.;4;;;;;;;;;;;;;;
20/03/2017 1:07:54 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:07:55 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:14:29 p. m.;3;;;;;;;;;;;;;;
20/03/2017 1:16:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:17:18 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:17:39 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:17:55 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:19:20 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:20:15 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:20:15 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:21:34 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:22:01 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:22:03 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:23:07 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:23:08 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:24:19 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:24:28 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:25:10 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:26:05 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:26:06 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:26:06 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:26:07 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:27:47 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:27:53 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:28:47 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:29:24 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:29:54 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:29:56 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:31:21 p. m.;2;;;;;;;;;;;;;;
20/03/2017 1:32:20 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:32:20 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:32:20 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:32:33 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:35:55 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:35:56 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:35:57 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:36:52 p. m.;2;;;;;;;;;;;;;;
20/03/2017 1:37:33 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:38:23 p. m.;2;;;;;;;;;;;;;;
20/03/2017 1:39:58 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:39:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:40:00 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:40:52 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:41:29 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:41:58 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:41:59 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:42:39 p. m.;1;;;;;;;;;;;;;;
20/03/2017 1:44:08 p. m.;1;;;;;;;;;;;;;;
20/03/2017 2:39:52 p. m.;3;;;;;;;;;;;;;;
20/03/2017 2:40:57 p. m.;2;;;;;;;;;;;;;;
20/03/2017 2:41:17 p. m.;1;;;;;;;;;;;;;;
20/03/2017 2:43:04 p. m.;3;;;;;;;;;;;;;;
20/03/2017 2:56:01 p. m.;1;;;;;;;;;;;;;;
20/03/2017 3:11:14 p. m.;1;;;;;;;;;;;;;;
20/03/2017 3:29:25 p. m.;1;;;;;;;;;;;;;;
20/03/2017 3:30:08 p. m.;1;;;;;;;;;;;;;;
20/03/2017 3:30:53 p. m.;1;;;;;;;;;;;;;;
25/03/2017 11:57:18 a. m.;1;;;;;;;;;;;;;;
25/03/2017 11:57:59 a. m.;1;;;;;;;;;;;;;;
25/03/2017 11:58:21 a. m.;1;;;;;;;;;;;;;;
25/03/2017 12:28:13 p. m.;1;;;;;;;;;;;;;;
25/03/2017 12:29:04 p. m.;1;;;;;;;;;;;;;;
25/03/2017 12:29:58 p. m.;1;;;;;;;;;;;;;;
25/03/2017 12:30:42 p. m.;1;;;;;;;;;;;;;;
25/03/2017 12:31:31 p. m.;1;;;;;;;;;;;;;;
25/03/2017 12:32:23 p. m.;1;;;;;;;;;;;;;;
26/03/2017 9:02:48 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:03:55 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:04:18 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:05:51 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:06:43 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:07:22 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:43:14 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:43:14 a. m.;1;;;;;;;;;;;;;;
26/03/2017 9:43:16 a. m.;1;;;;;;;;;;;;;;
26/03/2017 10:25:11 a. m.;1;;;;;;;;;;;;;;
26/03/2017 10:27:00 a. m.;1;;;;;;;;;;;;;;
26/03/2017 10:27:59 a. m.;1;;;;;;;;;;;;;;
26/03/2017 10:29:03 a. m.;2;;;;;;;;;;;;;;
26/03/2017 11:33:29 a. m.;1;;;;;;;;;;;;;;
26/03/2017 11:33:31 a. m.;1;;;;;;;;;;;;;;
26/03/2017 11:34:11 a. m.;1;;;;;;;;;;;;;;
26/03/2017 11:41:28 a. m.;5;;;;;;;;;;;;;;
26/03/2017 11:56:35 a. m.;1;;;;;;;;;;;;;;
26/03/2017 11:56:36 a. m.;1;;;;;;;;;;;;;;
26/03/2017 11:56:59 a. m.;1;;;;;;;;;;;;;;
26/03/2017 11:58:18 a. m.;1;;;;;;;;;;;;;;
26/03/2017 12:00:51 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:01:41 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:01:53 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:02:35 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:03:16 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:04:23 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:05:24 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:05:44 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:06:16 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:07:03 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:07:50 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:09:48 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:14:14 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:14:58 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:15:30 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:17:51 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:18:08 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:35:00 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:37:26 p. m.;1;;;;;;;;;;;;;;
26/03/2017 12:37:51 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:03:16 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:03:27 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:14:47 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:16:48 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:17:41 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:20:45 p. m.;5;;;;;;;;;;;;;;
26/03/2017 1:21:52 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:22:53 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:23:45 p. m.;4;;;;;;;;;;;;;;
26/03/2017 1:24:53 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:25:12 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:27:03 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:27:47 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:28:39 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:28:40 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:29:02 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:29:02 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:29:04 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:29:23 p. m.;1;;;;;;;;;;;;;;
26/03/2017 1:29:25 p. m.;1;;;;;;;;;;;;;;
26/03/2017 2:12:22 p. m.;1;;;;;;;;;;;;;;
26/03/2017 2:13:09 p. m.;1;;;;;;;;;;;;;;
26/03/2017 3:11:50 p. m.;1;;;;;;;;;;;;;;
26/03/2017 3:11:52 p. m.;1;;;;;;;;;;;;;;
26/03/2017 3:33:11 p. m.;1;;;;;;;;;;;;;;
26/03/2017 3:35:59 p. m.;1;;;;;;;;;;;;;;
26/03/2017 4:01:14 p. m.;1;;;;;;;;;;;;;;
26/03/2017 4:02:43 p. m.;2;;;;;;;;;;;;;;
9/04/2017 9:16:49 a. m.;1;;;;;;;;;;;;;;
9/04/2017 10:14:21 a. m.;2;;;;;;;;;;;;;;
9/04/2017 10:15:09 a. m.;2;;;;;;;;;;;;;;
9/04/2017 10:15:46 a. m.;2;;;;;;;;;;;;;;
9/04/2017 11:09:42 a. m.;1;;;;;;;;;;;;;;
9/04/2017 11:15:48 a. m.;2;;;;;;;;;;;;;;
9/04/2017 12:20:29 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:20:30 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:23:28 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:24:23 p. m.;2;;;;;;;;;;;;;;
9/04/2017 12:25:11 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:30:47 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:31:42 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:33:00 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:34:01 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:34:42 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:35:54 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:36:15 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:38:59 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:39:48 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:40:47 p. m.;1;;;;;;;;;;;;;;
9/04/2017 12:41:31 p. m.;2;;;;;;;;;;;;;;
9/04/2017 1:41:57 p. m.;1;;;;;;;;;;;;;;
9/04/2017 1:42:12 p. m.;1;;;;;;;;;;;;;;
9/04/2017 1:42:50 p. m.;1;;;;;;;;;;;;;;
9/04/2017 1:46:40 p. m.;2;;;;;;;;;;;;;;
9/04/2017 1:47:56 p. m.;1;;;;;;;;;;;;;;
9/04/2017 1:48:01 p. m.;1;;;;;;;;;;;;;;
9/04/2017 1:48:02 p. m.;1;;;;;;;;;;;;;;
9/04/2017 1:55:16 p. m.;6;;;;;;;;;;;;;;
9/04/2017 1:56:00 p. m.;1;;;;;;;;;;;;;;
9/04/2017 1:59:00 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:00:19 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:01:32 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:03:20 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:13:22 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:15:31 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:17:01 p. m.;3;;;;;;;;;;;;;;
9/04/2017 2:24:49 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:25:26 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:26:03 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:52:31 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:52:59 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:54:26 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:54:54 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:55:24 p. m.;1;;;;;;;;;;;;;;
9/04/2017 2:55:44 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:09:34 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:09:51 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:10:10 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:11:17 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:16:09 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:16:27 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:16:56 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:20:11 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:22:02 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:23:14 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:23:55 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:31:46 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:31:48 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:31:51 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:34:04 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:34:34 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:34:34 p. m.;1;;;;;;;;;;;;;;
11/04/2017 12:40:44 p. m.;2;;;;;;;;;;;;;;
12/04/2017 12:01:19 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:02:37 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:07:55 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:09:36 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:10:37 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:11:25 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:13:44 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:13:46 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:15:19 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:18:58 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:19:46 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:36:56 p. m.;1;;;;;;;;;;;;;;
12/04/2017 12:37:45 p. m.;1;;;;;;;;;;;;;;
12/04/2017 2:40:35 p. m.;1;;;;;;;;;;;;;;
12/04/2017 2:41:41 p. m.;2;;;;;;;;;;;;;;
12/04/2017 2:50:31 p. m.;2;;;;;;;;;;;;;;
12/04/2017 3:07:11 p. m.;1;;;;;;;;;;;;;;
12/04/2017 3:08:43 p. m.;1;;;;;;;;;;;;;;
12/04/2017 3:12:59 p. m.;2;;;;;;;;;;;;;;
12/04/2017 3:15:56 p. m.;1;;;;;;;;;;;;;;
12/04/2017 3:17:10 p. m.;1;;;;;;;;;;;;;;
12/04/2017 3:31:13 p. m.;2;;;;;;;;;;;;;;
12/04/2017 3:37:21 p. m.;3;;;;;;;;;;;;;;
12/04/2017 3:38:11 p. m.;1;;;;;;;;;;;;;;
