FechaHora;Cantidad
28/01/2018 1:18:34 p. m.;1
28/01/2018 1:19:29 p. m.;1
28/01/2018 1:20:13 p. m.;1
28/01/2018 1:22:08 p. m.;1
28/01/2018 1:27:34 p. m.;1
28/01/2018 1:27:48 p. m.;1
28/01/2018 1:28:39 p. m.;1
28/01/2018 1:28:53 p. m.;1
28/01/2018 1:30:05 p. m.;1
28/01/2018 1:30:06 p. m.;1
28/01/2018 1:30:06 p. m.;1
28/01/2018 1:30:29 p. m.;1
28/01/2018 1:31:47 p. m.;1
28/01/2018 1:34:06 p. m.;1
28/01/2018 1:35:45 p. m.;1
28/01/2018 1:36:18 p. m.;1
28/01/2018 1:38:27 p. m.;1
28/01/2018 1:39:06 p. m.;1
28/01/2018 1:43:20 p. m.;1
28/01/2018 1:44:33 p. m.;1
28/01/2018 1:45:33 p. m.;1
28/01/2018 1:45:50 p. m.;1
28/01/2018 1:46:08 p. m.;1
28/01/2018 1:46:43 p. m.;1
28/01/2018 1:47:05 p. m.;1
28/01/2018 1:47:46 p. m.;1
28/01/2018 1:47:59 p. m.;1
28/01/2018 1:49:03 p. m.;1
28/01/2018 1:49:46 p. m.;1
28/01/2018 1:50:00 p. m.;1
28/01/2018 1:50:39 p. m.;1
28/01/2018 1:57:25 p. m.;1
28/01/2018 1:57:39 p. m.;1
28/01/2018 1:57:41 p. m.;1
28/01/2018 2:02:54 p. m.;1
28/01/2018 2:02:55 p. m.;1
28/01/2018 2:03:18 p. m.;1
28/01/2018 2:09:56 p. m.;1
28/01/2018 2:09:57 p. m.;1
28/01/2018 2:10:19 p. m.;1
28/01/2018 2:11:36 p. m.;1
28/01/2018 2:11:49 p. m.;1
28/01/2018 2:12:54 p. m.;1
28/01/2018 2:13:33 p. m.;2
28/01/2018 2:21:01 p. m.;1
28/01/2018 2:21:14 p. m.;1
28/01/2018 2:22:20 p. m.;1
28/01/2018 2:25:10 p. m.;1
28/01/2018 2:25:13 p. m.;1
28/01/2018 2:25:30 p. m.;1
28/01/2018 2:25:57 p. m.;1
28/01/2018 2:25:59 p. m.;1
28/01/2018 2:32:56 p. m.;1
28/01/2018 2:33:11 p. m.;1
28/01/2018 2:33:41 p. m.;1
28/01/2018 2:33:41 p. m.;1
28/01/2018 2:41:44 p. m.;1
28/01/2018 2:41:45 p. m.;1
28/01/2018 2:42:01 p. m.;1
28/01/2018 2:45:02 p. m.;1
28/01/2018 2:45:24 p. m.;1
28/01/2018 2:45:25 p. m.;1
28/01/2018 2:46:58 p. m.;1
28/01/2018 2:49:17 p. m.;1
28/01/2018 2:49:28 p. m.;1
28/01/2018 2:50:45 p. m.;1
28/01/2018 2:51:00 p. m.;1
28/01/2018 2:52:51 p. m.;1
28/01/2018 2:53:23 p. m.;1
28/01/2018 2:53:23 p. m.;1
28/01/2018 2:53:24 p. m.;1
28/01/2018 2:53:54 p. m.;2
28/01/2018 2:55:40 p. m.;1
28/01/2018 2:55:42 p. m.;1
28/01/2018 3:27:16 p. m.;1
28/01/2018 3:27:51 p. m.;2
28/01/2018 3:29:14 p. m.;1
28/01/2018 3:29:16 p. m.;1
28/01/2018 3:29:48 p. m.;1
28/01/2018 3:30:55 p. m.;1
28/01/2018 3:32:40 p. m.;1
28/01/2018 3:32:41 p. m.;1
28/01/2018 3:39:16 p. m.;1
28/01/2018 3:39:34 p. m.;1
28/01/2018 3:39:56 p. m.;1
28/01/2018 3:42:06 p. m.;3
28/01/2018 3:51:37 p. m.;7
28/01/2018 3:53:27 p. m.;1
28/01/2018 3:53:48 p. m.;1
28/01/2018 3:54:44 p. m.;1
28/01/2018 3:54:59 p. m.;1
4/02/2018 9:47:50 a. m.;1
4/02/2018 9:48:15 a. m.;1
4/02/2018 9:48:15 a. m.;1
4/02/2018 9:48:16 a. m.;1
4/02/2018 9:48:17 a. m.;1
4/02/2018 9:48:30 a. m.;1
4/02/2018 9:48:46 a. m.;1
4/02/2018 9:49:23 a. m.;1
4/02/2018 9:49:26 a. m.;1
4/02/2018 9:49:49 a. m.;1
4/02/2018 9:50:01 a. m.;1
4/02/2018 9:51:43 a. m.;3
4/02/2018 9:53:54 a. m.;1
4/02/2018 9:53:54 a. m.;1
4/02/2018 9:53:55 a. m.;1
4/02/2018 9:54:49 a. m.;1
4/02/2018 9:55:00 a. m.;1
4/02/2018 9:55:59 a. m.;1
4/02/2018 9:56:01 a. m.;1
4/02/2018 9:57:06 a. m.;1
4/02/2018 9:57:39 a. m.;1
4/02/2018 10:05:10 a. m.;1
4/02/2018 10:05:34 a. m.;1
4/02/2018 10:05:35 a. m.;1
4/02/2018 10:06:15 a. m.;1
4/02/2018 10:06:15 a. m.;1
4/02/2018 10:06:28 a. m.;1
4/02/2018 10:07:15 a. m.;1
4/02/2018 10:07:27 a. m.;1
4/02/2018 10:08:32 a. m.;1
4/02/2018 10:09:05 a. m.;1
4/02/2018 10:09:58 a. m.;1
4/02/2018 10:10:32 a. m.;1
4/02/2018 10:11:34 a. m.;1
4/02/2018 10:12:15 a. m.;1
4/02/2018 10:12:36 a. m.;1
4/02/2018 10:18:20 a. m.;1
4/02/2018 10:18:23 a. m.;1
4/02/2018 10:19:26 a. m.;1
4/02/2018 10:19:45 a. m.;1
4/02/2018 10:20:56 a. m.;1
4/02/2018 10:22:01 a. m.;1
4/02/2018 10:22:46 a. m.;1
4/02/2018 10:24:30 a. m.;1
4/02/2018 10:25:05 a. m.;1
4/02/2018 10:26:24 a. m.;1
4/02/2018 10:27:17 a. m.;1
4/02/2018 10:28:16 a. m.;1
4/02/2018 10:28:38 a. m.;1
4/02/2018 10:29:02 a. m.;2
4/02/2018 10:30:32 a. m.;1
4/02/2018 10:30:36 a. m.;1
4/02/2018 10:30:46 a. m.;2
4/02/2018 10:34:24 a. m.;1
4/02/2018 10:35:04 a. m.;1
4/02/2018 10:35:46 a. m.;1
4/02/2018 10:36:39 a. m.;1
4/02/2018 10:37:26 a. m.;1
4/02/2018 10:38:11 a. m.;1
4/02/2018 10:39:10 a. m.;1
4/02/2018 10:39:57 a. m.;1
4/02/2018 10:40:33 a. m.;2
4/02/2018 10:42:46 a. m.;1
4/02/2018 10:43:06 a. m.;1
4/02/2018 10:43:29 a. m.;1
4/02/2018 10:44:52 a. m.;1
4/02/2018 10:45:04 a. m.;1
4/02/2018 10:45:59 a. m.;1
4/02/2018 10:46:17 a. m.;1
4/02/2018 10:50:38 a. m.;3
4/02/2018 10:51:06 a. m.;1
4/02/2018 10:52:45 a. m.;1
4/02/2018 10:53:20 a. m.;1
4/02/2018 10:53:51 a. m.;1
4/02/2018 10:54:29 a. m.;1
4/02/2018 10:55:01 a. m.;1
4/02/2018 10:55:38 a. m.;1
4/02/2018 10:56:38 a. m.;1
4/02/2018 10:57:32 a. m.;1
4/02/2018 10:58:32 a. m.;1
4/02/2018 10:59:25 a. m.;1
4/02/2018 11:00:47 a. m.;1
4/02/2018 11:01:19 a. m.;1
4/02/2018 11:01:33 a. m.;1
4/02/2018 11:01:52 a. m.;1
4/02/2018 11:01:54 a. m.;1
4/02/2018 11:02:08 a. m.;1
4/02/2018 11:02:56 a. m.;1
4/02/2018 11:02:59 a. m.;1
4/02/2018 11:03:47 a. m.;1
4/02/2018 11:04:01 a. m.;1
4/02/2018 11:05:31 a. m.;1
4/02/2018 11:05:45 a. m.;1
4/02/2018 11:06:22 a. m.;1
4/02/2018 11:06:29 a. m.;2
4/02/2018 11:06:48 a. m.;1
4/02/2018 11:08:26 a. m.;1
4/02/2018 11:08:57 a. m.;1
4/02/2018 11:09:41 a. m.;1
4/02/2018 11:10:45 a. m.;1
4/02/2018 11:11:00 a. m.;1
4/02/2018 11:11:11 a. m.;1
4/02/2018 11:13:11 a. m.;1
4/02/2018 11:14:16 a. m.;2
4/02/2018 11:17:09 a. m.;1
4/02/2018 11:22:29 a. m.;1
4/02/2018 11:22:58 a. m.;1
4/02/2018 11:26:05 a. m.;1
4/02/2018 11:26:14 a. m.;1
4/02/2018 11:26:42 a. m.;1
4/02/2018 11:26:53 a. m.;1
4/02/2018 11:27:35 a. m.;1
4/02/2018 11:27:36 a. m.;1
4/02/2018 11:29:24 a. m.;1
4/02/2018 11:30:38 a. m.;1
4/02/2018 11:31:01 a. m.;1
4/02/2018 11:31:01 a. m.;1
4/02/2018 11:31:02 a. m.;1
4/02/2018 11:31:03 a. m.;1
4/02/2018 11:31:22 a. m.;1
4/02/2018 11:33:24 a. m.;1
4/02/2018 11:33:40 a. m.;1
4/02/2018 11:33:53 a. m.;1
4/02/2018 11:34:04 a. m.;1
4/02/2018 11:34:14 a. m.;1
4/02/2018 11:34:25 a. m.;1
4/02/2018 11:39:14 a. m.;1
4/02/2018 11:39:33 a. m.;1
4/02/2018 11:40:58 a. m.;1
4/02/2018 11:41:13 a. m.;1
4/02/2018 11:41:34 a. m.;1
4/02/2018 11:50:09 a. m.;1
4/02/2018 11:50:34 a. m.;1
4/02/2018 11:50:35 a. m.;1
4/02/2018 11:53:00 a. m.;1
4/02/2018 11:56:44 a. m.;1
4/02/2018 11:56:44 a. m.;1
4/02/2018 11:56:45 a. m.;1
4/02/2018 11:57:14 a. m.;1
4/02/2018 11:58:05 a. m.;1
4/02/2018 11:58:23 a. m.;1
4/02/2018 11:58:24 a. m.;1
4/02/2018 11:59:00 a. m.;1
4/02/2018 11:59:38 a. m.;1
4/02/2018 12:00:14 p. m.;1
4/02/2018 12:02:18 p. m.;1
4/02/2018 12:02:24 p. m.;2
4/02/2018 12:05:16 p. m.;2
4/02/2018 12:05:37 p. m.;1
4/02/2018 12:05:37 p. m.;1
4/02/2018 12:05:38 p. m.;1
4/02/2018 12:06:28 p. m.;1
4/02/2018 12:06:47 p. m.;1
4/02/2018 12:07:36 p. m.;1
4/02/2018 12:10:15 p. m.;1
4/02/2018 12:13:30 p. m.;1
4/02/2018 12:14:54 p. m.;1
4/02/2018 12:15:12 p. m.;1
4/02/2018 12:16:09 p. m.;1
4/02/2018 12:17:08 p. m.;1
4/02/2018 12:17:30 p. m.;1
4/02/2018 12:17:54 p. m.;1
4/02/2018 12:26:30 p. m.;1
4/02/2018 12:26:30 p. m.;1
4/02/2018 12:26:31 p. m.;1
4/02/2018 12:27:28 p. m.;1
4/02/2018 12:27:49 p. m.;1
4/02/2018 12:28:59 p. m.;1
4/02/2018 12:29:01 p. m.;1
4/02/2018 12:29:51 p. m.;1
4/02/2018 12:31:43 p. m.;1
4/02/2018 12:32:01 p. m.;1
4/02/2018 12:32:42 p. m.;1
4/02/2018 12:33:02 p. m.;1
4/02/2018 12:33:28 p. m.;1
4/02/2018 12:34:40 p. m.;1
4/02/2018 12:34:44 p. m.;1
4/02/2018 12:34:55 p. m.;1
4/02/2018 12:35:47 p. m.;1
4/02/2018 12:36:30 p. m.;1
4/02/2018 12:45:23 p. m.;2
4/02/2018 12:49:03 p. m.;1
4/02/2018 12:49:17 p. m.;1
4/02/2018 12:49:58 p. m.;1
4/02/2018 12:57:09 p. m.;1
4/02/2018 12:59:56 p. m.;1
4/02/2018 12:59:58 p. m.;1
4/02/2018 1:00:27 p. m.;1
4/02/2018 1:00:29 p. m.;1
4/02/2018 1:01:21 p. m.;1
4/02/2018 1:02:15 p. m.;1
4/02/2018 1:02:29 p. m.;1
4/02/2018 1:03:08 p. m.;1
4/02/2018 1:03:22 p. m.;1
4/02/2018 1:04:06 p. m.;1
4/02/2018 1:04:20 p. m.;1
4/02/2018 1:04:30 p. m.;1
4/02/2018 1:04:47 p. m.;1
4/02/2018 1:08:04 p. m.;1
4/02/2018 1:08:04 p. m.;1
4/02/2018 1:09:24 p. m.;1
4/02/2018 1:10:24 p. m.;1
4/02/2018 1:11:32 p. m.;1
4/02/2018 1:15:19 p. m.;1
4/02/2018 1:15:19 p. m.;1
4/02/2018 1:15:21 p. m.;1
4/02/2018 1:15:43 p. m.;1
4/02/2018 1:17:13 p. m.;1
4/02/2018 1:18:43 p. m.;2
4/02/2018 1:18:56 p. m.;1
4/02/2018 1:19:35 p. m.;1
4/02/2018 1:20:29 p. m.;1
4/02/2018 1:20:42 p. m.;2
4/02/2018 1:22:32 p. m.;2
4/02/2018 1:22:45 p. m.;1
4/02/2018 1:23:34 p. m.;1
4/02/2018 1:23:55 p. m.;1
4/02/2018 1:25:20 p. m.;1
4/02/2018 1:26:21 p. m.;1
4/02/2018 1:26:35 p. m.;1
4/02/2018 1:33:48 p. m.;3
4/02/2018 1:35:48 p. m.;2
4/02/2018 1:37:17 p. m.;1
4/02/2018 1:37:17 p. m.;1
4/02/2018 1:37:17 p. m.;1
4/02/2018 1:37:18 p. m.;1
4/02/2018 1:37:39 p. m.;1
4/02/2018 1:40:10 p. m.;1
4/02/2018 1:41:08 p. m.;1
4/02/2018 1:41:56 p. m.;1
4/02/2018 1:42:56 p. m.;1
4/02/2018 1:43:49 p. m.;1
4/02/2018 2:23:56 p. m.;1
4/02/2018 2:24:24 p. m.;1
4/02/2018 2:25:36 p. m.;1
4/02/2018 2:26:33 p. m.;1
4/02/2018 2:27:54 p. m.;1
4/02/2018 2:28:04 p. m.;1
4/02/2018 2:28:05 p. m.;1
4/02/2018 2:29:12 p. m.;1
4/02/2018 2:30:22 p. m.;2
4/02/2018 2:30:37 p. m.;3
4/02/2018 2:32:47 p. m.;1
4/02/2018 2:34:40 p. m.;1
4/02/2018 2:38:41 p. m.;1
4/02/2018 2:39:26 p. m.;1
4/02/2018 2:41:12 p. m.;1
4/02/2018 2:41:39 p. m.;1
4/02/2018 2:42:28 p. m.;1
4/02/2018 2:42:43 p. m.;1
4/02/2018 2:48:19 p. m.;1
4/02/2018 2:48:21 p. m.;1
4/02/2018 2:49:20 p. m.;1
4/02/2018 2:49:40 p. m.;1
4/02/2018 2:49:55 p. m.;1
4/02/2018 2:50:31 p. m.;1
4/02/2018 2:51:12 p. m.;1
4/02/2018 2:54:30 p. m.;6
4/02/2018 2:56:43 p. m.;1
4/02/2018 2:58:53 p. m.;2
4/02/2018 2:59:05 p. m.;2
4/02/2018 3:00:25 p. m.;2
4/02/2018 3:00:58 p. m.;1
4/02/2018 3:01:12 p. m.;1
4/02/2018 3:02:38 p. m.;1
4/02/2018 3:02:38 p. m.;1
4/02/2018 3:02:38 p. m.;1
4/02/2018 3:02:39 p. m.;1
4/02/2018 3:05:04 p. m.;4
4/02/2018 3:05:18 p. m.;1
4/02/2018 3:05:36 p. m.;1
4/02/2018 3:07:20 p. m.;1
4/02/2018 3:07:21 p. m.;1
4/02/2018 3:22:17 p. m.;1
4/02/2018 3:25:22 p. m.;1
4/02/2018 3:25:42 p. m.;1
4/02/2018 3:30:34 p. m.;1
4/02/2018 3:30:34 p. m.;1
4/02/2018 3:30:35 p. m.;1
4/02/2018 3:30:36 p. m.;1
4/02/2018 3:31:14 p. m.;1
20/02/2018 3:22:58 p. m.;1
21/02/2018 10:38:31 a. m.;1
21/02/2018 10:38:51 a. m.;1
21/02/2018 10:38:53 a. m.;1
21/02/2018 10:39:39 a. m.;2
21/02/2018 10:47:03 a. m.;4
21/02/2018 10:50:05 a. m.;1
21/02/2018 10:50:31 a. m.;1
21/02/2018 11:27:16 a. m.;3
21/02/2018 11:34:57 a. m.;1
21/02/2018 11:37:13 a. m.;1
21/02/2018 11:51:40 a. m.;1
21/02/2018 11:53:52 a. m.;1
21/02/2018 1:19:00 p. m.;1
21/02/2018 1:29:50 p. m.;1
21/02/2018 1:29:52 p. m.;1
21/02/2018 1:30:50 p. m.;1
21/02/2018 1:42:00 p. m.;1
21/02/2018 1:42:14 p. m.;1
21/02/2018 2:10:04 p. m.;1
21/02/2018 2:10:30 p. m.;1
21/02/2018 2:11:27 p. m.;1
21/02/2018 2:12:44 p. m.;1
21/02/2018 2:13:02 p. m.;1
21/02/2018 2:13:44 p. m.;1
21/02/2018 2:14:33 p. m.;1
21/02/2018 2:15:02 p. m.;1
21/02/2018 2:25:17 p. m.;1
22/02/2018 11:31:46 a. m.;1
22/02/2018 11:31:48 a. m.;1
22/02/2018 11:41:48 a. m.;1
22/02/2018 11:42:04 a. m.;1
22/02/2018 11:43:46 a. m.;1
22/02/2018 11:44:17 a. m.;1
22/02/2018 11:44:32 a. m.;1
22/02/2018 1:34:51 p. m.;1
22/02/2018 1:35:15 p. m.;1
22/02/2018 1:35:29 p. m.;1
22/02/2018 1:35:50 p. m.;1
23/02/2018 10:35:32 a. m.;1
23/02/2018 10:36:36 a. m.;1
23/02/2018 11:07:54 a. m.;1
23/02/2018 11:08:38 a. m.;1
23/02/2018 11:29:30 a. m.;1
23/02/2018 11:30:38 a. m.;1
23/02/2018 11:30:54 a. m.;2
23/02/2018 12:41:42 p. m.;1
23/02/2018 12:41:57 p. m.;1
23/02/2018 2:11:21 p. m.;2
23/02/2018 2:26:45 p. m.;1
23/02/2018 2:26:57 p. m.;1
23/02/2018 2:29:57 p. m.;2
23/02/2018 2:36:59 p. m.;1
23/02/2018 2:37:01 p. m.;1
23/02/2018 2:38:12 p. m.;1
23/02/2018 2:38:30 p. m.;1
23/02/2018 2:45:57 p. m.;1
23/02/2018 2:47:59 p. m.;1
23/02/2018 4:21:22 p. m.;1
8/01/2018 1:00:01 p. m.;1
8/01/2018 1:00:10 p. m.;1
8/01/2018 1:01:29 p. m.;1
8/01/2018 1:03:04 p. m.;1
8/01/2018 1:04:21 p. m.;1
8/01/2018 1:05:22 p. m.;2
8/01/2018 1:07:47 p. m.;1
8/01/2018 1:08:13 p. m.;1
8/01/2018 1:08:22 p. m.;1
8/01/2018 1:09:24 p. m.;1
8/01/2018 1:10:58 p. m.;8
8/01/2018 1:11:48 p. m.;2
8/01/2018 1:45:59 p. m.;2
8/01/2018 1:46:11 p. m.;1
8/01/2018 1:46:27 p. m.;2
8/01/2018 1:49:36 p. m.;1
8/01/2018 1:49:50 p. m.;1
8/01/2018 1:50:14 p. m.;1
8/01/2018 1:51:47 p. m.;1
8/01/2018 1:51:50 p. m.;1
8/01/2018 1:51:56 p. m.;1
8/01/2018 1:53:07 p. m.;1
8/01/2018 1:55:18 p. m.;1
8/01/2018 1:55:19 p. m.;1
8/01/2018 1:55:20 p. m.;1
8/01/2018 1:57:27 p. m.;33
8/01/2018 1:57:52 p. m.;5
8/01/2018 2:08:49 p. m.;3
8/01/2018 2:15:36 p. m.;1
8/01/2018 2:15:37 p. m.;1
8/01/2018 2:15:39 p. m.;1
8/01/2018 2:15:42 p. m.;1
8/01/2018 2:23:29 p. m.;1
8/01/2018 2:23:59 p. m.;1
8/01/2018 2:29:38 p. m.;1
8/01/2018 2:30:06 p. m.;1
8/01/2018 2:34:29 p. m.;3
8/01/2018 2:37:03 p. m.;1
8/01/2018 2:38:18 p. m.;1
8/01/2018 2:40:21 p. m.;1
8/01/2018 2:41:30 p. m.;1
8/01/2018 2:42:14 p. m.;1
8/01/2018 2:43:06 p. m.;1
8/01/2018 2:43:19 p. m.;1
8/01/2018 2:58:00 p. m.;1
8/01/2018 2:58:01 p. m.;1
8/01/2018 2:58:03 p. m.;1
8/01/2018 3:00:04 p. m.;1
8/01/2018 3:00:14 p. m.;1
8/01/2018 3:01:28 p. m.;1
8/01/2018 3:02:10 p. m.;2
8/01/2018 3:23:21 p. m.;1
8/01/2018 3:23:44 p. m.;1
8/01/2018 3:24:02 p. m.;1
8/01/2018 3:47:46 p. m.;1
8/01/2018 3:48:33 p. m.;1
10/01/2018 12:12:11 p. m.;1
10/01/2018 12:12:12 p. m.;1
10/01/2018 12:12:12 p. m.;1
10/01/2018 12:13:36 p. m.;1
10/01/2018 12:13:36 p. m.;1
10/01/2018 12:13:36 p. m.;1
10/01/2018 12:13:37 p. m.;1
10/01/2018 12:13:38 p. m.;1
10/01/2018 12:15:28 p. m.;1
10/01/2018 12:15:28 p. m.;1
10/01/2018 12:15:29 p. m.;1
10/01/2018 12:15:48 p. m.;1
10/01/2018 12:16:40 p. m.;1
10/01/2018 12:18:04 p. m.;2
10/01/2018 12:18:28 p. m.;1
10/01/2018 12:18:31 p. m.;1
10/01/2018 12:20:11 p. m.;1
10/01/2018 12:20:26 p. m.;3
10/01/2018 12:22:21 p. m.;1
10/01/2018 12:23:36 p. m.;1
10/01/2018 12:24:44 p. m.;1
10/01/2018 12:25:53 p. m.;1
10/01/2018 12:25:54 p. m.;1
10/01/2018 12:26:39 p. m.;1
10/01/2018 12:27:40 p. m.;1
10/01/2018 12:28:05 p. m.;1
10/01/2018 12:28:24 p. m.;1
10/01/2018 12:30:23 p. m.;1
10/01/2018 12:30:25 p. m.;1
10/01/2018 12:30:35 p. m.;1
10/01/2018 12:32:57 p. m.;1
12/01/2018 12:00:30 p. m.;1
12/01/2018 12:00:48 p. m.;1
12/01/2018 12:01:50 p. m.;1
12/01/2018 12:10:57 p. m.;1
12/01/2018 12:11:52 p. m.;1
12/01/2018 12:12:31 p. m.;1
12/01/2018 12:13:50 p. m.;1
12/01/2018 12:14:59 p. m.;1
12/01/2018 12:16:05 p. m.;1
12/01/2018 12:16:48 p. m.;1
12/01/2018 12:17:12 p. m.;1
12/01/2018 12:18:46 p. m.;1
12/01/2018 12:25:44 p. m.;2
12/01/2018 12:29:58 p. m.;2
12/01/2018 12:30:10 p. m.;2
12/01/2018 12:35:39 p. m.;1
12/01/2018 12:35:57 p. m.;1
13/01/2018 12:00:11 p. m.;5
13/01/2018 12:03:02 p. m.;4
13/01/2018 12:07:37 p. m.;1
13/01/2018 12:07:37 p. m.;1
13/01/2018 12:07:47 p. m.;1
13/01/2018 12:09:28 p. m.;1
13/01/2018 12:09:28 p. m.;1
13/01/2018 12:09:31 p. m.;1
13/01/2018 12:11:00 p. m.;1
13/01/2018 12:11:02 p. m.;1
13/01/2018 12:11:15 p. m.;1
13/01/2018 12:12:08 p. m.;1
13/01/2018 12:23:12 p. m.;1
13/01/2018 12:23:46 p. m.;1
13/01/2018 12:24:15 p. m.;1
13/01/2018 12:24:42 p. m.;1
13/01/2018 12:24:54 p. m.;1
13/01/2018 12:27:53 p. m.;1
13/01/2018 12:27:54 p. m.;1
13/01/2018 12:27:54 p. m.;1
13/01/2018 12:27:56 p. m.;1
13/01/2018 12:28:33 p. m.;2
13/01/2018 12:29:20 p. m.;2
13/01/2018 12:33:37 p. m.;1
13/01/2018 12:33:58 p. m.;1
13/01/2018 12:34:33 p. m.;3
13/01/2018 12:37:39 p. m.;1
13/01/2018 12:38:11 p. m.;1
13/01/2018 12:39:09 p. m.;1
13/01/2018 12:39:25 p. m.;1
13/01/2018 12:40:05 p. m.;1
13/01/2018 12:40:05 p. m.;1
13/01/2018 12:40:41 p. m.;1
13/01/2018 12:43:57 p. m.;1
13/01/2018 12:43:57 p. m.;1
13/01/2018 12:43:59 p. m.;1
13/01/2018 12:45:58 p. m.;1
13/01/2018 1:52:00 p. m.;1
13/01/2018 1:52:43 p. m.;1
13/01/2018 1:54:38 p. m.;1
13/01/2018 1:55:20 p. m.;1
13/01/2018 1:57:19 p. m.;1
13/01/2018 1:57:47 p. m.;1
13/01/2018 2:08:47 p. m.;1
13/01/2018 2:08:59 p. m.;1
13/01/2018 2:12:24 p. m.;1
13/01/2018 2:13:15 p. m.;1
13/01/2018 2:14:13 p. m.;1
13/01/2018 2:27:24 p. m.;1
13/01/2018 2:28:02 p. m.;1
13/01/2018 2:28:02 p. m.;1
13/01/2018 2:28:02 p. m.;1
13/01/2018 2:28:05 p. m.;1
13/01/2018 2:28:50 p. m.;1
13/01/2018 2:33:59 p. m.;4
13/01/2018 2:34:11 p. m.;1
13/01/2018 2:36:50 p. m.;2
13/01/2018 2:37:29 p. m.;2
13/01/2018 2:39:46 p. m.;1
13/01/2018 2:40:12 p. m.;1
13/01/2018 2:40:38 p. m.;2
13/01/2018 2:41:56 p. m.;1
13/01/2018 2:42:40 p. m.;1
13/01/2018 2:43:08 p. m.;1
13/01/2018 2:43:38 p. m.;4
13/01/2018 2:44:46 p. m.;3
13/01/2018 2:49:18 p. m.;1
13/01/2018 2:49:18 p. m.;1
13/01/2018 2:49:20 p. m.;1
13/01/2018 2:52:35 p. m.;1
13/01/2018 2:53:17 p. m.;1
13/01/2018 2:53:37 p. m.;1
13/01/2018 2:55:58 p. m.;1
13/01/2018 2:56:20 p. m.;1
13/01/2018 2:59:16 p. m.;3
13/01/2018 2:59:56 p. m.;1
13/01/2018 3:00:54 p. m.;1
13/01/2018 3:01:13 p. m.;1
13/01/2018 3:01:47 p. m.;2
13/01/2018 3:02:27 p. m.;1
13/01/2018 3:05:38 p. m.;1
13/01/2018 3:05:54 p. m.;2
13/01/2018 3:06:12 p. m.;1
13/01/2018 3:08:30 p. m.;1
13/01/2018 3:08:40 p. m.;1
13/01/2018 3:12:53 p. m.;3
13/01/2018 3:13:23 p. m.;1
13/01/2018 3:28:27 p. m.;1
13/01/2018 3:28:28 p. m.;1
13/01/2018 3:36:18 p. m.;1
13/01/2018 3:36:37 p. m.;1
13/01/2018 3:36:46 p. m.;1
13/01/2018 4:02:41 p. m.;1
13/01/2018 4:03:47 p. m.;7
13/01/2018 4:03:57 p. m.;1
24/01/2018 12:18:45 p. m.;1
24/01/2018 12:20:22 p. m.;1
24/01/2018 12:31:35 p. m.;2
24/01/2018 12:32:01 p. m.;1
24/01/2018 12:32:14 p. m.;2
11/02/2018 9:31:52 a. m.;1
11/02/2018 9:31:52 a. m.;1
11/02/2018 9:39:09 a. m.;1
11/02/2018 9:40:34 a. m.;1
11/02/2018 9:41:34 a. m.;1
11/02/2018 9:42:33 a. m.;1
11/02/2018 9:42:47 a. m.;1
11/02/2018 9:43:26 a. m.;1
11/02/2018 9:43:26 a. m.;1
11/02/2018 9:43:27 a. m.;1
11/02/2018 9:45:07 a. m.;1
11/02/2018 9:45:35 a. m.;1
11/02/2018 9:46:13 a. m.;1
11/02/2018 9:46:57 a. m.;1
11/02/2018 9:47:57 a. m.;1
11/02/2018 9:48:00 a. m.;1
11/02/2018 9:48:34 a. m.;1
11/02/2018 9:50:00 a. m.;1
11/02/2018 9:50:01 a. m.;1
11/02/2018 9:50:18 a. m.;1
11/02/2018 9:50:40 a. m.;1
11/02/2018 9:50:50 a. m.;1
11/02/2018 9:50:59 a. m.;1
11/02/2018 9:54:46 a. m.;1
11/02/2018 9:55:29 a. m.;1
11/02/2018 9:55:30 a. m.;1
11/02/2018 9:55:40 a. m.;1
11/02/2018 10:04:26 a. m.;1
11/02/2018 10:04:40 a. m.;1
11/02/2018 10:25:52 a. m.;24
11/02/2018 10:27:05 a. m.;2
11/02/2018 10:33:16 a. m.;1
11/02/2018 10:33:17 a. m.;1
11/02/2018 10:34:16 a. m.;1
11/02/2018 10:34:24 a. m.;1
11/02/2018 10:35:00 a. m.;1
11/02/2018 10:35:01 a. m.;1
11/02/2018 10:35:36 a. m.;1
11/02/2018 10:36:07 a. m.;1
11/02/2018 10:37:10 a. m.;1
11/02/2018 10:37:11 a. m.;1
11/02/2018 10:37:11 a. m.;1
11/02/2018 10:38:19 a. m.;2
11/02/2018 10:38:29 a. m.;2
11/02/2018 10:39:27 a. m.;3
11/02/2018 10:40:07 a. m.;1
11/02/2018 10:40:31 a. m.;1
11/02/2018 10:40:53 a. m.;1
11/02/2018 10:40:54 a. m.;1
11/02/2018 10:40:54 a. m.;1
11/02/2018 10:41:05 a. m.;1
11/02/2018 10:42:40 a. m.;1
11/02/2018 10:42:43 a. m.;1
11/02/2018 10:42:46 a. m.;1
11/02/2018 10:43:04 a. m.;1
11/02/2018 10:43:05 a. m.;1
11/02/2018 10:43:14 a. m.;1
11/02/2018 10:44:32 a. m.;1
11/02/2018 10:44:45 a. m.;1
11/02/2018 10:45:55 a. m.;1
11/02/2018 10:46:18 a. m.;1
11/02/2018 10:46:34 a. m.;2
11/02/2018 10:47:44 a. m.;1
11/02/2018 10:47:44 a. m.;1
